job_title,years_experience,education_level,location,company_size,industry,performance_rating,certifications,salary
UX Designer,1,Bachelor,Remote,Small,Manufacturing,4.3656433949484565,5,102903
HR Manager,6,Bachelor,Boston,Medium,Manufacturing,2.5672715772528325,2,69049
UX Designer,3,PhD,Los Angeles,Startup,Technology,2.7886855144019815,4,110096
Product Manager,2,High School,Remote,Small,Manufacturing,1.478647108300263,2,30000
DevOps Engineer,0,High School,Boston,Medium,Finance,4.7514919348677545,4,128067
Project Manager,2,PhD,New York,Medium,Manufacturing,4.77293745306657,3,281199
UX Designer,7,Bachelor,Boston,Medium,Technology,2.017765071442918,1,61603
Business Analyst,1,High School,Boston,Large,Healthcare,3.784031243893508,1,86029
Data Scientist,0,Bachelor,Chicago,Large,Manufacturing,1.8139589496549458,0,65449
HR Manager,5,High School,Austin,Small,Finance,2.571788321472714,2,40189
Project Manager,17,PhD,Remote,Small,Retail,2.209525488339083,2,120919
Finance Analyst,4,Master,Austin,Large,Healthcare,2.5583639907890765,2,92849
Project Manager,0,Master,Remote,Small,Retail,2.23589083417072,1,69837
DevOps Engineer,1,Bachelor,Los Angeles,Small,Finance,2.381165302630514,0,62651
Product Manager,10,Bachelor,Denver,Startup,Technology,4.164241041902315,1,128988
UX Designer,1,High School,Austin,Small,Technology,2.200108566371008,5,42183
Product Manager,4,PhD,Austin,Medium,Healthcare,4.2587818576544,4,167413
Finance Analyst,2,High School,Los Angeles,Startup,Manufacturing,3.271688714575028,2,44208
Marketing Manager,1,PhD,Remote,Small,Manufacturing,4.121779086327686,4,115319
Operations Manager,8,PhD,Los Angeles,Startup,Retail,4.675562601813883,5,189096
Finance Analyst,6,Bachelor,Atlanta,Medium,Technology,1.5536998020313968,3,32870
Sales Representative,5,Master,Boston,Small,Manufacturing,2.375561003688024,4,63609
Finance Analyst,1,Master,Los Angeles,Startup,Manufacturing,1.2222299832342518,4,30000
Product Manager,0,Bachelor,Remote,Small,Technology,2.6276401396360884,4,64795
Project Manager,4,Master,New York,Startup,Technology,1.9496117228841832,1,71254
Data Scientist,4,Bachelor,Los Angeles,Startup,Finance,3.2867144614371044,4,105045
HR Manager,1,High School,San Francisco,Medium,Retail,4.133559411609491,5,103401
Data Scientist,0,PhD,Los Angeles,Medium,Technology,2.9454639108515432,2,138211
Product Manager,0,Master,Austin,Small,Finance,2.3344902277530473,0,66719
HR Manager,24,Master,Atlanta,Large,Technology,1.6102254634785802,3,74439
Sales Representative,7,High School,Chicago,Small,Healthcare,1.1073206033004146,2,30000
Operations Manager,12,High School,Los Angeles,Startup,Healthcare,3.711532045126498,0,88708
DevOps Engineer,1,Master,Denver,Medium,Healthcare,1.1221831749419628,2,37217
Business Analyst,16,Master,San Francisco,Medium,Technology,4.683354451694383,4,254291
Product Manager,0,Bachelor,New York,Startup,Manufacturing,3.376920100593672,3,106430
Project Manager,3,Bachelor,Los Angeles,Large,Manufacturing,2.4131812666085244,2,77054
UX Designer,8,Master,Boston,Medium,Healthcare,1.1676543614310604,3,50585
Product Manager,2,Bachelor,Boston,Large,Retail,2.653946211161607,1,100409
Product Manager,2,High School,San Francisco,Medium,Finance,4.46919813883409,1,145665
HR Manager,0,PhD,Austin,Startup,Healthcare,4.879293351412018,4,121241
Software Engineer,0,Bachelor,Seattle,Small,Finance,1.33971354121025,4,38272
Finance Analyst,4,PhD,Austin,Small,Finance,4.108552429872141,1,117223
Project Manager,5,Bachelor,San Francisco,Large,Healthcare,2.0334304604736317,2,109475
Software Engineer,7,Master,Austin,Small,Manufacturing,2.5177475970708874,0,103528
Sales Representative,4,Bachelor,Boston,Startup,Retail,3.190690241964186,0,59459
UX Designer,5,PhD,Atlanta,Small,Healthcare,4.9789150769166115,1,155844
Operations Manager,0,PhD,Seattle,Large,Finance,1.8352595906371523,0,73006
Marketing Manager,0,Master,Boston,Startup,Technology,1.5219935330914285,2,30992
Sales Representative,20,PhD,New York,Startup,Technology,3.3799079459180272,0,120084
Marketing Manager,0,Master,Boston,Medium,Finance,4.41219599103248,5,148422
Project Manager,5,Master,Austin,Medium,Healthcare,3.592863191514776,0,102796
Project Manager,0,PhD,Atlanta,Small,Manufacturing,2.3903056051018265,5,77651
Marketing Manager,6,High School,Seattle,Large,Healthcare,4.907930271583549,1,130352
Project Manager,6,PhD,Los Angeles,Startup,Retail,4.980128338563517,3,191043
Operations Manager,1,PhD,Seattle,Small,Technology,4.0825964111073905,3,149149
Data Scientist,1,Bachelor,Boston,Small,Finance,4.209665195678061,2,112871
Software Engineer,5,PhD,Los Angeles,Medium,Manufacturing,4.0433666500675125,3,162944
Product Manager,2,Bachelor,San Francisco,Small,Healthcare,2.030643832021778,4,64938
DevOps Engineer,1,Bachelor,Remote,Small,Retail,1.6010565553815304,1,37126
Marketing Manager,6,PhD,Boston,Medium,Healthcare,3.2174140190332556,5,172956
UX Designer,0,Master,Denver,Small,Retail,4.816584790546258,5,143739
Sales Representative,9,High School,Boston,Small,Healthcare,4.513169156889539,3,89080
Data Scientist,3,PhD,San Francisco,Startup,Manufacturing,1.4274389419628224,0,66101
Marketing Manager,0,PhD,Seattle,Small,Manufacturing,1.2279646660807337,3,40883
Data Scientist,5,Master,New York,Medium,Finance,4.495083151092958,1,229855
Data Scientist,3,Bachelor,Los Angeles,Medium,Manufacturing,3.452060288839753,0,104724
Marketing Manager,1,Master,Denver,Startup,Retail,2.2172841643542953,0,42607
HR Manager,2,Master,Remote,Medium,Finance,3.2470725956328064,5,96082
Finance Analyst,1,Bachelor,San Francisco,Medium,Manufacturing,1.8866743664094994,1,51457
UX Designer,1,PhD,Remote,Medium,Technology,4.787807234030346,2,130659
Product Manager,0,Master,Chicago,Small,Retail,4.308790793860229,2,119609
Product Manager,2,Master,Denver,Startup,Finance,4.8489520671912585,1,145895
UX Designer,1,PhD,Denver,Large,Retail,1.7482287238267595,5,60359
HR Manager,5,PhD,Chicago,Startup,Finance,4.374681705098323,1,99137
Project Manager,5,High School,Denver,Startup,Retail,3.241142487864423,1,53397
Product Manager,3,Master,Boston,Startup,Technology,2.299967979903676,0,61422
Data Scientist,7,High School,Chicago,Large,Manufacturing,2.9186534201422845,0,103514
Operations Manager,9,Bachelor,Seattle,Large,Healthcare,4.777535901977863,1,202427
Sales Representative,4,PhD,Chicago,Medium,Healthcare,3.7658115493418545,5,92516
Software Engineer,4,PhD,Seattle,Small,Healthcare,2.4396622107182537,0,106369
Product Manager,1,High School,New York,Medium,Finance,4.999598737209165,4,153561
UX Designer,11,Master,Austin,Medium,Manufacturing,2.3829716813255515,1,91613
Operations Manager,0,Bachelor,Denver,Large,Finance,4.254879133568393,0,104262
Marketing Manager,2,Master,Los Angeles,Medium,Finance,4.137509400515398,2,125297
Finance Analyst,6,Master,Los Angeles,Medium,Finance,3.8917065522907426,1,128287
UX Designer,0,High School,Austin,Large,Finance,3.6777451720061713,1,89034
Project Manager,1,Master,Atlanta,Startup,Manufacturing,1.4346615703151775,1,30000
Data Scientist,4,High School,Boston,Startup,Healthcare,4.979823775077559,3,119904
Finance Analyst,4,PhD,Denver,Large,Retail,1.6441712661236378,1,60909
Sales Representative,6,PhD,Denver,Small,Finance,3.384536071493617,2,81900
Sales Representative,8,PhD,Austin,Medium,Manufacturing,1.9965912228397662,0,73641
HR Manager,0,Bachelor,Seattle,Startup,Technology,1.6751100722874503,1,33040
DevOps Engineer,0,Bachelor,Boston,Large,Retail,3.237861485809525,5,131314
HR Manager,5,Master,San Francisco,Small,Finance,4.345376660486934,4,154638
Project Manager,1,High School,Los Angeles,Medium,Finance,2.5077826258488614,5,58082
Operations Manager,4,Master,San Francisco,Large,Retail,1.308675574527034,5,74788
Finance Analyst,0,PhD,Chicago,Large,Retail,3.495035651633825,0,100699
DevOps Engineer,3,Master,Seattle,Large,Finance,4.06572101569358,2,225971
Marketing Manager,3,Master,Atlanta,Medium,Manufacturing,2.1843380276071467,3,50878
Data Scientist,4,Master,San Francisco,Startup,Technology,3.7623587004813914,2,180253
Finance Analyst,3,PhD,Los Angeles,Medium,Manufacturing,1.303161289772011,5,47125
HR Manager,3,High School,Los Angeles,Medium,Healthcare,2.4457135534727064,3,57483
Software Engineer,2,Master,Los Angeles,Startup,Healthcare,2.8965255668505825,0,90743
Business Analyst,0,PhD,New York,Large,Healthcare,4.127854599885641,3,224587
DevOps Engineer,0,Bachelor,Denver,Small,Finance,2.352566836634275,0,53699
DevOps Engineer,2,High School,San Francisco,Small,Technology,2.8147991695865295,2,92240
Project Manager,2,PhD,Chicago,Startup,Technology,3.5134160714810485,5,121495
Data Scientist,3,Master,San Francisco,Startup,Finance,3.4963198479614035,2,120801
Product Manager,1,PhD,Chicago,Large,Finance,3.0710408136136125,3,131613
Sales Representative,5,High School,Los Angeles,Small,Finance,2.313898839001861,4,35969
Sales Representative,9,Master,Boston,Small,Technology,3.6796985843823182,5,102399
Software Engineer,1,Bachelor,Chicago,Large,Finance,4.348617380405355,5,141972
Operations Manager,1,Bachelor,Seattle,Startup,Retail,1.6152563600245085,2,40805
Project Manager,0,Bachelor,Denver,Startup,Retail,2.361847131392195,3,52456
Operations Manager,4,PhD,Denver,Large,Retail,3.6749936079831715,1,155325
Marketing Manager,2,High School,New York,Startup,Finance,4.0231019675487865,0,88586
Finance Analyst,1,Bachelor,Remote,Medium,Retail,4.125838584421043,1,82089
Business Analyst,5,Master,San Francisco,Startup,Finance,3.6130880779493304,1,119532
UX Designer,0,Master,Austin,Medium,Retail,2.913080844848926,1,84041
Product Manager,4,Master,New York,Small,Finance,3.583198417709803,3,150068
HR Manager,3,PhD,Austin,Small,Manufacturing,1.5401781125767084,2,39781
UX Designer,6,High School,Remote,Startup,Healthcare,1.8310448729036422,5,39115
UX Designer,0,High School,Denver,Large,Manufacturing,4.710124162574305,1,92902
Project Manager,10,Bachelor,Seattle,Startup,Healthcare,4.688683931400741,3,170193
DevOps Engineer,6,High School,Los Angeles,Large,Healthcare,3.895535299773376,2,112919
Software Engineer,1,Master,Los Angeles,Small,Retail,2.308188836114788,0,77224
Sales Representative,1,Master,Chicago,Small,Healthcare,3.595360017778936,2,74354
Marketing Manager,2,PhD,New York,Small,Healthcare,3.7511664373339695,2,151791
Operations Manager,8,Master,Remote,Large,Manufacturing,3.060459747514232,1,130417
Business Analyst,9,High School,Seattle,Large,Healthcare,3.994103307558287,3,132191
Project Manager,3,Master,Los Angeles,Small,Finance,1.1187637136739408,5,38319
Software Engineer,9,Bachelor,Chicago,Startup,Finance,2.0248831847113555,4,55329
DevOps Engineer,0,PhD,San Francisco,Large,Retail,4.177801484559692,0,264294
HR Manager,0,PhD,Denver,Medium,Manufacturing,4.754801774757538,3,136499
Marketing Manager,12,High School,San Francisco,Small,Technology,4.504351299672667,5,141538
Project Manager,7,Master,Denver,Large,Manufacturing,3.865973475874353,1,176597
DevOps Engineer,2,Master,San Francisco,Small,Technology,1.661987214982748,3,72860
Business Analyst,7,High School,Chicago,Medium,Healthcare,2.4748780624745197,5,51882
Sales Representative,15,High School,Seattle,Startup,Technology,1.2008507544456628,4,30000
Sales Representative,7,Bachelor,New York,Medium,Healthcare,3.559447213520274,0,91871
Project Manager,9,High School,Denver,Startup,Manufacturing,2.799452942466527,2,58048
Sales Representative,7,Master,Remote,Startup,Manufacturing,3.2920475079770526,5,76978
Software Engineer,0,Bachelor,Austin,Large,Retail,4.9174116546980144,0,163535
Software Engineer,8,PhD,Seattle,Startup,Retail,2.6090097800867933,4,123247
Operations Manager,1,Master,Seattle,Startup,Healthcare,2.226840615980707,0,61144
Project Manager,11,PhD,Chicago,Startup,Healthcare,1.6024183783670787,5,61979
Operations Manager,3,PhD,Austin,Small,Finance,1.5744392984226492,0,54842
Project Manager,5,PhD,Atlanta,Large,Finance,3.0742946345026043,1,126736
HR Manager,3,Master,Seattle,Large,Finance,3.9969123791041405,2,157195
Project Manager,0,PhD,Remote,Startup,Manufacturing,3.257849853166002,4,112223
Business Analyst,1,Master,Seattle,Small,Technology,4.493170660801258,1,133820
Marketing Manager,20,PhD,Boston,Startup,Healthcare,2.2634896940900564,0,99388
Data Scientist,16,High School,Denver,Large,Retail,3.3801863667092,0,118602
Data Scientist,1,High School,Los Angeles,Large,Healthcare,3.6449668443820187,3,113167
DevOps Engineer,27,Master,Seattle,Large,Technology,2.1227611069025056,1,193256
Sales Representative,9,PhD,Seattle,Large,Healthcare,2.5852164243792837,4,135625
Marketing Manager,4,PhD,Chicago,Small,Retail,3.363759497202716,4,115041
UX Designer,0,PhD,Remote,Medium,Retail,1.083722596264189,4,44451
Software Engineer,11,High School,Chicago,Medium,Technology,4.546443658394341,5,134262
Finance Analyst,4,PhD,New York,Small,Retail,1.4442561928899433,5,69603
Product Manager,10,PhD,Denver,Startup,Manufacturing,1.190231599538869,5,53318
HR Manager,8,Master,Remote,Large,Retail,1.8601411468189748,4,66588
Sales Representative,8,PhD,Chicago,Large,Technology,3.0092718523699573,0,115385
Sales Representative,5,High School,Austin,Large,Technology,2.3147896152633334,5,40919
Business Analyst,1,PhD,Austin,Small,Healthcare,2.760582431621653,0,89929
Sales Representative,2,High School,Seattle,Small,Retail,1.3370843963115484,1,30000
Software Engineer,1,High School,Los Angeles,Large,Retail,1.9324185188902967,2,49472
Software Engineer,0,Bachelor,Chicago,Large,Technology,1.3906431851695396,4,36656
Product Manager,4,High School,New York,Startup,Healthcare,1.9188263461650146,0,48082
Project Manager,6,Bachelor,Chicago,Medium,Healthcare,3.81323610737011,1,123859
UX Designer,9,Bachelor,Chicago,Small,Manufacturing,3.301163178965656,4,97393
Marketing Manager,0,PhD,Boston,Medium,Manufacturing,2.335883698165371,2,79045
Sales Representative,3,Bachelor,Los Angeles,Large,Technology,2.0449090676486557,4,52957
Data Scientist,0,Master,Chicago,Medium,Healthcare,4.990111330892797,5,201127
Operations Manager,0,High School,San Francisco,Medium,Healthcare,4.071470734378029,3,116819
Business Analyst,0,Master,San Francisco,Small,Manufacturing,4.288176757742659,4,152194
Business Analyst,6,Bachelor,Seattle,Small,Manufacturing,1.1054585454152068,3,36034
Data Scientist,0,PhD,New York,Startup,Technology,1.2383471759164983,2,57215
DevOps Engineer,6,High School,Los Angeles,Large,Healthcare,3.8504578822502245,3,118080
Data Scientist,1,Master,New York,Startup,Technology,1.767331422444812,2,64478
DevOps Engineer,10,PhD,Austin,Small,Manufacturing,2.7026217408290747,1,141799
Finance Analyst,8,Bachelor,Remote,Startup,Retail,1.736666321424246,3,42221
Operations Manager,15,PhD,Los Angeles,Medium,Manufacturing,1.7082876227460249,5,108881
Business Analyst,10,Master,Boston,Medium,Healthcare,1.436307806757358,4,62069
Data Scientist,13,PhD,Los Angeles,Small,Technology,3.3770404416649487,4,176927
Finance Analyst,9,Master,Chicago,Medium,Healthcare,3.957205492084305,1,124075
Project Manager,5,PhD,Denver,Large,Manufacturing,1.2273784091701767,0,57732
HR Manager,0,High School,Boston,Small,Manufacturing,2.1022073678239104,5,36966
Marketing Manager,1,PhD,Seattle,Large,Finance,3.633473594577573,5,179651
Finance Analyst,1,High School,New York,Small,Manufacturing,2.5692640898540993,2,64920
Marketing Manager,4,Master,San Francisco,Small,Healthcare,3.8186635499426247,5,151570
Data Scientist,3,High School,Boston,Medium,Technology,4.036912853294666,0,111912
UX Designer,10,PhD,Seattle,Small,Technology,1.129176143682876,0,54824
Project Manager,15,High School,Austin,Small,Finance,2.5234391131705465,1,74670
Finance Analyst,2,Master,Los Angeles,Startup,Healthcare,3.91655579878099,1,94438
Operations Manager,3,PhD,Los Angeles,Medium,Manufacturing,2.51366393422834,3,99859
Data Scientist,17,High School,San Francisco,Large,Retail,1.023332811943396,5,74341
Sales Representative,1,High School,Denver,Small,Technology,2.345211729502616,3,30411
Software Engineer,7,Bachelor,New York,Large,Healthcare,4.490611025750118,3,243775
Finance Analyst,1,High School,Remote,Startup,Finance,4.80775557477004,3,63388
Operations Manager,5,Bachelor,Los Angeles,Small,Retail,3.2420665704498126,3,87129
HR Manager,1,Master,Remote,Large,Healthcare,2.225440412164103,4,70119
Sales Representative,10,Bachelor,New York,Medium,Manufacturing,2.8642569927191106,1,87101
HR Manager,4,Master,Austin,Startup,Technology,1.9448141081226895,2,37135
Data Scientist,1,High School,Austin,Startup,Manufacturing,1.6725027769966885,2,31934
Software Engineer,1,High School,Remote,Large,Finance,2.9741411057281306,2,72109
Finance Analyst,3,Bachelor,San Francisco,Small,Technology,3.9467359554428474,2,130202
Finance Analyst,16,Master,Remote,Small,Retail,1.8898593041514835,2,61382
UX Designer,7,High School,Chicago,Medium,Technology,4.638149251966823,4,119045
Business Analyst,3,Bachelor,Seattle,Medium,Manufacturing,1.6729105550026673,1,52054
UX Designer,2,Bachelor,Boston,Small,Healthcare,3.2336463058568565,5,85100
Data Scientist,3,Bachelor,San Francisco,Startup,Healthcare,4.105533034145332,3,136714
Data Scientist,6,High School,Seattle,Medium,Healthcare,1.8535539307557585,3,60139
Software Engineer,7,Master,Los Angeles,Medium,Finance,2.1857777878708817,3,88535
UX Designer,1,High School,New York,Startup,Finance,1.205936995333142,1,30000
Operations Manager,6,PhD,Austin,Small,Healthcare,4.775793587441226,1,164647
Operations Manager,5,PhD,New York,Large,Retail,2.947888773509345,5,187797
Software Engineer,15,High School,San Francisco,Medium,Manufacturing,1.2572247002147883,4,49602
Project Manager,13,Master,Atlanta,Startup,Retail,4.32050725267594,4,135930
Business Analyst,7,Bachelor,Remote,Medium,Healthcare,3.277376636198555,5,91687
Operations Manager,6,PhD,Chicago,Startup,Manufacturing,1.2211388701538741,3,39092
DevOps Engineer,1,PhD,Seattle,Medium,Finance,2.8035862824587587,5,170049
Marketing Manager,9,High School,Seattle,Small,Technology,2.7376121705463063,1,57370
Software Engineer,2,PhD,Denver,Startup,Technology,1.5843269337592893,3,48082
Software Engineer,1,PhD,Austin,Large,Manufacturing,2.681491236349128,4,133004
Product Manager,2,Bachelor,Seattle,Large,Retail,2.1312280634598073,5,89674
Sales Representative,9,Bachelor,San Francisco,Medium,Manufacturing,3.7997675810250713,3,131260
Sales Representative,0,Master,Boston,Large,Retail,1.0219677993582668,4,30000
DevOps Engineer,3,PhD,Atlanta,Medium,Retail,1.425503773689333,0,49356
UX Designer,3,Master,Seattle,Startup,Technology,4.674595236191793,2,109098
Project Manager,0,Master,Boston,Startup,Finance,2.733333309284566,0,72008
Data Scientist,1,Bachelor,Seattle,Large,Healthcare,1.7047278986993626,5,66778
Data Scientist,8,Bachelor,San Francisco,Large,Finance,4.172905747476148,3,257376
HR Manager,8,High School,Boston,Small,Healthcare,4.406370400305766,3,105771
DevOps Engineer,1,Bachelor,Los Angeles,Startup,Technology,1.8448560540076002,1,46380
Software Engineer,10,Master,Seattle,Large,Healthcare,3.8543999696191418,2,227277
DevOps Engineer,7,PhD,Los Angeles,Large,Retail,3.460542764667793,4,201886
DevOps Engineer,2,Master,Denver,Large,Manufacturing,3.9802268452990197,3,152579
DevOps Engineer,6,Master,Austin,Medium,Healthcare,4.151593676959719,4,168270
Sales Representative,16,Master,San Francisco,Small,Finance,3.6437434255730436,4,157506
DevOps Engineer,3,Bachelor,Chicago,Startup,Technology,4.824867833842113,4,126527
Business Analyst,1,Master,San Francisco,Large,Technology,4.456905436953274,0,181811
Marketing Manager,14,High School,Remote,Large,Manufacturing,1.9158859513521405,4,68694
Data Scientist,4,PhD,Chicago,Large,Retail,4.654263185089208,1,231993
HR Manager,0,Bachelor,Remote,Medium,Retail,2.4383892044258366,0,49244
Marketing Manager,4,Master,Boston,Startup,Technology,3.90616740547952,0,117315
HR Manager,3,High School,Denver,Large,Retail,4.392041267105672,3,69236
Product Manager,9,PhD,Boston,Large,Manufacturing,2.7454817060573395,2,132833
HR Manager,3,Master,Seattle,Medium,Technology,1.2060341858495343,2,40623
Data Scientist,1,PhD,Austin,Medium,Retail,4.79864573796653,5,215083
Data Scientist,5,Bachelor,San Francisco,Small,Healthcare,1.2899202112974373,3,63211
DevOps Engineer,3,Bachelor,New York,Small,Healthcare,2.392438364659696,2,75818
Finance Analyst,1,High School,San Francisco,Startup,Retail,3.385789191086639,4,74640
Product Manager,4,Bachelor,San Francisco,Small,Healthcare,1.4701468305497323,1,54643
Business Analyst,8,High School,Chicago,Startup,Manufacturing,4.352825306357072,4,88454
Software Engineer,0,Master,Atlanta,Small,Finance,1.8136886231057936,2,36408
Operations Manager,4,PhD,New York,Large,Manufacturing,4.94401465323631,2,273798
HR Manager,2,Bachelor,Seattle,Small,Manufacturing,4.665733762260336,1,117258
Finance Analyst,1,PhD,Remote,Large,Retail,3.4182243488714534,0,113551
DevOps Engineer,2,PhD,Los Angeles,Startup,Manufacturing,3.6400403571495197,0,125108
Sales Representative,2,Master,Remote,Small,Retail,3.1344258720346945,1,67435
Software Engineer,8,Master,Austin,Small,Technology,2.5644158745313304,0,94003
Project Manager,1,Bachelor,Denver,Small,Retail,2.406832388295671,2,47861
UX Designer,6,Master,Austin,Large,Retail,4.566619626961049,0,175972
Finance Analyst,0,PhD,Denver,Large,Technology,3.3064789044550715,2,114941
Sales Representative,15,High School,San Francisco,Small,Finance,4.293174928853487,3,127614
Product Manager,4,High School,Chicago,Startup,Technology,3.0562841754908736,4,63968
Project Manager,6,High School,Seattle,Large,Retail,2.2280996889682076,0,71512
DevOps Engineer,1,Bachelor,Atlanta,Medium,Healthcare,1.3670379065188794,3,35422
Software Engineer,2,Master,Austin,Startup,Retail,2.294787212033269,5,74676
Software Engineer,1,Master,Chicago,Startup,Technology,4.520470056260393,0,116705
Software Engineer,13,Master,Remote,Startup,Retail,3.847844695535078,3,128703
Product Manager,3,Master,Atlanta,Large,Technology,4.14331963948405,1,136340
Project Manager,4,PhD,Boston,Small,Manufacturing,4.09373686440223,3,170725
HR Manager,6,High School,San Francisco,Small,Finance,1.4798896689259045,2,30296
UX Designer,2,PhD,New York,Medium,Finance,1.6354422642313198,1,82288
Business Analyst,6,Bachelor,New York,Small,Technology,2.2689569953360875,1,63589
Product Manager,5,High School,Los Angeles,Medium,Finance,2.204115114671649,2,53084
Operations Manager,6,High School,San Francisco,Medium,Healthcare,1.264324153022927,0,44116
UX Designer,3,PhD,Los Angeles,Small,Healthcare,1.6138860382768274,1,54823
Data Scientist,2,Bachelor,New York,Medium,Finance,4.424921134267118,0,173318
DevOps Engineer,1,Bachelor,Seattle,Startup,Technology,3.356179351926814,4,104166
Product Manager,8,High School,Remote,Startup,Healthcare,2.3691319711185663,3,63547
Sales Representative,4,Master,Seattle,Startup,Finance,3.105911591453502,3,73051
UX Designer,2,Bachelor,Chicago,Large,Retail,2.045253566313156,2,62643
Operations Manager,14,PhD,Remote,Medium,Healthcare,3.3353692693887,2,158019
Data Scientist,0,Bachelor,New York,Medium,Manufacturing,1.2985235329435945,5,63635
HR Manager,9,High School,Los Angeles,Startup,Healthcare,4.610602795858205,3,68332
Project Manager,30,Master,San Francisco,Large,Finance,1.9617863387344587,4,193097
Sales Representative,10,Bachelor,San Francisco,Small,Finance,4.276302007750451,2,129858
UX Designer,8,High School,Denver,Startup,Finance,3.639995465298069,4,69416
DevOps Engineer,2,Bachelor,Atlanta,Large,Technology,3.0920277696933356,5,85708
Project Manager,1,Master,Boston,Small,Technology,4.719185842871182,2,123533
Sales Representative,6,PhD,New York,Large,Retail,1.6272527212846146,1,63321
Data Scientist,1,High School,New York,Small,Retail,1.4771098810759988,5,47507
Sales Representative,0,High School,Los Angeles,Medium,Healthcare,2.2874405272937506,0,34664
Project Manager,7,Master,Denver,Medium,Finance,4.320884906073419,3,125592
Marketing Manager,1,High School,Austin,Large,Retail,1.140805824760939,0,30000
Business Analyst,12,Master,Atlanta,Large,Finance,1.9576228292373599,5,95191
Finance Analyst,9,High School,Seattle,Small,Healthcare,2.6988087667466703,3,68114
HR Manager,9,Master,Seattle,Large,Technology,3.8517639541528332,5,189642
Data Scientist,7,Bachelor,Austin,Large,Retail,2.1972522704433612,2,93079
Project Manager,10,Bachelor,Denver,Small,Manufacturing,2.792449784922856,0,70886
Business Analyst,8,Bachelor,Atlanta,Small,Manufacturing,2.347401963484646,5,45558
Business Analyst,4,High School,New York,Medium,Manufacturing,1.3682410189028094,5,33951
Sales Representative,1,Master,San Francisco,Startup,Manufacturing,3.954703939325014,4,106320
Finance Analyst,10,Master,New York,Large,Manufacturing,2.8455175857779325,5,164470
Business Analyst,9,PhD,Seattle,Small,Manufacturing,4.250048478112386,2,182957
Finance Analyst,3,Bachelor,Remote,Medium,Manufacturing,3.778771668216555,5,95027
Sales Representative,0,PhD,Los Angeles,Startup,Retail,1.2312608007581067,1,30000
Project Manager,5,Bachelor,Los Angeles,Large,Manufacturing,3.000303601985114,0,108603
DevOps Engineer,0,PhD,Boston,Medium,Manufacturing,4.963422494461494,0,194267
Marketing Manager,13,Bachelor,Chicago,Startup,Healthcare,2.231481047463766,1,57076
Business Analyst,16,Master,Seattle,Large,Retail,2.971832401958569,3,154061
Product Manager,1,Bachelor,Denver,Medium,Healthcare,3.6081297746961614,2,98591
Marketing Manager,5,High School,Los Angeles,Large,Finance,1.8090624015195824,1,39464
Sales Representative,0,Bachelor,Remote,Startup,Manufacturing,3.8100288414601673,5,54806
HR Manager,6,Bachelor,New York,Small,Technology,3.639106705766717,4,100448
Product Manager,2,Master,Boston,Medium,Manufacturing,2.4998418668779507,2,100128
Data Scientist,5,High School,San Francisco,Startup,Manufacturing,2.1377570692523964,1,64681
Marketing Manager,2,Master,Seattle,Large,Healthcare,4.676410805112396,1,171995
Sales Representative,0,PhD,Chicago,Startup,Finance,1.5080942907885482,0,30000
Marketing Manager,2,PhD,Denver,Startup,Healthcare,2.72812316524874,0,74857
Business Analyst,0,High School,Boston,Small,Retail,4.067934512888514,0,72073
Project Manager,4,PhD,San Francisco,Medium,Finance,1.5925483819015485,2,88046
Product Manager,0,High School,Chicago,Startup,Finance,4.731710134163766,5,91758
Operations Manager,3,Bachelor,Chicago,Small,Finance,3.1050096270583114,3,65311
UX Designer,10,PhD,Boston,Small,Healthcare,3.019262617948403,2,151845
Marketing Manager,9,Bachelor,New York,Small,Manufacturing,2.697109643197248,0,92981
Data Scientist,10,Master,Denver,Large,Manufacturing,4.469800765978192,0,205517
Data Scientist,12,PhD,Austin,Small,Manufacturing,4.793765635254909,2,242123
Software Engineer,0,Master,Chicago,Small,Manufacturing,2.5202721048711116,5,73869
Marketing Manager,0,Master,Los Angeles,Small,Manufacturing,3.1695746010002854,5,99969
UX Designer,4,High School,Austin,Small,Retail,2.2616925313286287,1,47435
DevOps Engineer,11,Master,Remote,Medium,Technology,2.4720670466854013,1,115504
Business Analyst,18,High School,Boston,Medium,Finance,1.1133342424903208,0,33422
Finance Analyst,0,High School,Chicago,Small,Technology,4.143741937641668,0,60911
Project Manager,2,High School,Los Angeles,Startup,Retail,4.877332563036184,3,112296
UX Designer,1,High School,Remote,Large,Manufacturing,4.078106207390748,5,101882
Finance Analyst,7,High School,Austin,Startup,Retail,3.0728456830458315,1,53716
Finance Analyst,5,Bachelor,San Francisco,Startup,Retail,4.310039972564459,3,149710
Operations Manager,0,High School,Seattle,Small,Technology,4.4315161723322944,0,100057
Software Engineer,3,PhD,Austin,Startup,Finance,3.1780905237131156,5,118770
UX Designer,5,High School,Seattle,Medium,Healthcare,4.748629942719527,0,106082
UX Designer,7,Bachelor,Los Angeles,Medium,Healthcare,1.1206807722279613,3,44252
Operations Manager,0,PhD,Chicago,Large,Finance,1.0403840393141506,3,39421
Marketing Manager,11,PhD,Seattle,Medium,Manufacturing,1.3258374566586917,0,65264
Marketing Manager,4,Bachelor,Boston,Medium,Retail,1.2314308618138066,4,39766
Marketing Manager,8,PhD,Los Angeles,Small,Manufacturing,2.6984439511288034,0,96730
HR Manager,8,Bachelor,Chicago,Medium,Retail,4.761284415687947,1,118390
